Job_ID,Mechanic_ID,Service_Type,Revenue,Time_Logged,Parts_Cost,Status
JOB-09232,MCH-008,Oil Change,452.9,6/4/2026,78.84,Pending Parts
JOB-09233,MCH-013,Full Service,1072.62,4/10/2026,465.41,Pending Parts
JOB-09234,MCH-032,Brake Pad Replacement,451,20/03/2026,237.97,Completed
JOB-09235,MCH-041,Oil Change,426.18,3/14/2026,372.55,Pending Parts
JOB-09236,MCH-034,Brake Pad Replacement,142.67,2/4/2026,196.24,Completed
JOB-09237,MCH-018,Transmission Check,1167.89,3/17/2026,29.06,Completed
JOB-09238,MCH-015,Oil Change,945.33,25/03/2026,68.25,Completed
JOB-09239,MCH-043,Transmission Check,930.82,3/15/2026,258.19,Completed
JOB-09240,MCH-024,Oil Change,491.26,12/4/2026,351.18,Completed
JOB-09241,MCH-047,Brake Pad Replacement,140.12,27/03/2026,180.67,Completed
JOB-09242,MCH-021,Transmission Check,353.05,28/03/2026,353.83,In Progress
JOB-09243,MCH-018,Full Service,1030.83,3/11/2026,355.35,Pending Parts
JOB-09244,MCH-014,Oil Change,257.34,14/03/2026,357.89,In Progress
JOB-09245,MCH-019,Oil Change,1078.39,20/03/2026,256.41,Completed
JOB-09246,MCH-013,Brake Pad Replacement,666.12,22/03/2026,459.15,Completed
JOB-09247,MCH-016,Full Service,871.72,3/15/2026,254.81,Completed
JOB-09248,MCH-002,Oil Change,571.69,4/4/2026,236.13,Pending Parts
JOB-09249,MCH-034,Transmission Check,1122.16,14/03/2026,115.7,Completed
JOB-09250,MCH-049,Full Service,325.61,31/03/2026,167.67,Completed
JOB-09251,MCH-026,Full Service,708.3,12/4/2026,40.32,Completed
JOB-09252,MCH-022,Brake Pad Replacement,129.48,31/03/2026,324.1,In Progress
JOB-09253,MCH-020,Transmission Check,602.49,4/4/2026,139.3,Completed
JOB-09254,MCH-029,Transmission Check,1168.62,3/24/2026,165.99,Completed
JOB-09255,MCH-018,Oil Change,151.35,11/4/2026,389.99,Pending Parts
JOB-05099,MCH-029,Oil Change,632.73,3/16/2026,177.07,Completed
JOB-09257,MCH-042,Full Service,742.65,16/03/2026,136.25,Completed
JOB-09258,MCH-044,Full Service,1121.51,25/03/2026,,Completed
JOB-09259,MCH-027,Brake Pad Replacement,392.03,4/17/2026,391.93,Completed
JOB-09260,MCH-035,Full Service,628.38,5/4/2026,,Completed
JOB-09261,MCH-029,Brake Pad Replacement,1185.28,3/4/2026,237.8,Completed
JOB-09262,MCH-006,Brake Pad Replacement,934.37,4/9/2026,263.33,Completed
JOB-09263,MCH-037,Transmission Check,981.98,27/03/2026,349.95,Completed
JOB-09264,MCH-025,Transmission Check,947.59,18/04/2026,323.98,Completed
JOB-09265,MCH-021,Full Service,642.51,20/03/2026,409.15,Completed
JOB-09266,MCH-031,Full Service,549.51,4/9/2026,41.48,Completed
JOB-09267,MCH-040,Transmission Check,343.04,6/4/2026,162.29,Completed
JOB-09268,MCH-016,Full Service,585.86,4/10/2026,154.46,Completed
JOB-09269,MCH-014,Transmission Check,73.58,1/4/2026,90.09,Completed
JOB-09270,MCH-006,Oil Change,161.68,3/19/2026,158.81,Completed
JOB-09271,MCH-011,Full Service,380.35,3/23/2026,168.69,Completed
JOB-09272,MCH-027,Brake Pad Replacement,433.67,3/17/2026,,Completed
JOB-09273,MCH-038,Oil Change,863.64,4/1/2026,338.58,In Progress
JOB-09274,MCH-005,Oil Change,247.34,15/03/2026,,Completed
JOB-09275,MCH-015,Full Service,965.14,4/11/2026,365.35,Completed
JOB-09276,MCH-038,Transmission Check,970.92,4/8/2026,181.36,Completed
JOB-09277,MCH-016,Brake Pad Replacement,725.09,4/3/2026,159.34,Completed
JOB-09278,MCH-018,Transmission Check,615.22,3/30/2026,279.77,Completed
JOB-09279,MCH-033,Full Service,587.51,4/2/2026,31.38,Completed
JOB-09280,MCH-035,Transmission Check,533.62,27/03/2026,58.3,Completed
JOB-09281,MCH-024,Full Service,151.86,12/3/2026,,Completed
JOB-09282,MCH-035,Full Service,803.76,3/16/2026,472.6,Completed
JOB-09283,MCH-007,Brake Pad Replacement,713.89,16/04/2026,366.33,Completed
JOB-09284,MCH-014,Full Service,68.13,3/13/2026,,Completed
JOB-09285,MCH-030,Brake Pad Replacement,283.1,3/29/2026,426.23,Completed
JOB-09286,MCH-024,Oil Change,551.77,4/17/2026,371.5,Completed
JOB-09287,MCH-015,Transmission Check,1086.5,24/03/2026,313.25,Pending Parts
JOB-09288,MCH-013,Full Service,1188.82,14/03/2026,413.74,Completed
JOB-09289,MCH-019,Transmission Check,914.03,4/13/2026,213.97,Completed
JOB-09290,MCH-029,Transmission Check,911.74,24/03/2026,126.32,Completed
JOB-09291,MCH-022,Brake Pad Replacement,527.57,4/4/2026,265.77,Completed
JOB-09292,MCH-002,Transmission Check,706.59,3/21/2026,283.44,Completed
JOB-09293,MCH-039,Transmission Check,317.74,4/21/2026,278.4,Completed
JOB-09294,MCH-013,Transmission Check,898.87,20/04/2026,291.24,Completed
JOB-09295,MCH-036,Full Service,118.75,3/21/2026,475.38,Completed
JOB-09296,MCH-038,Transmission Check,529.83,25/03/2026,453.08,Completed
JOB-09297,MCH-018,Oil Change,1006.07,4/2/2026,440.34,Completed
JOB-09298,MCH-015,Brake Pad Replacement,1176.84,4/1/2026,404.68,Completed
JOB-09299,MCH-035,Oil Change,851.04,21/04/2026,472.85,In Progress
JOB-09300,MCH-017,Brake Pad Replacement,276.86,4/22/2026,67.28,Completed
JOB-09301,MCH-048,Transmission Check,706.73,12/4/2026,147.26,Completed
JOB-09302,MCH-013,Brake Pad Replacement,694.59,4/14/2026,257.63,Completed
JOB-09303,MCH-022,Full Service,1160.63,4/15/2026,426.34,Completed
JOB-09304,MCH-040,Full Service,1016.21,13/04/2026,,Completed
JOB-09305,MCH-021,Oil Change,106.36,3/22/2026,379.06,Completed
JOB-09306,MCH-026,Full Service,303.11,4/21/2026,86.7,In Progress
JOB-09307,MCH-046,Transmission Check,1018.21,3/19/2026,,Completed
JOB-09308,MCH-004,Oil Change,1168.34,4/10/2026,371.25,Completed
JOB-09309,MCH-007,Oil Change,388.87,4/12/2026,99.07,Completed
JOB-09310,MCH-010,Oil Change,844.34,3/22/2026,188.65,In Progress
JOB-09311,MCH-015,Full Service,403.97,21/04/2026,147.14,Completed
JOB-09312,MCH-026,Brake Pad Replacement,97.26,1/4/2026,187.93,Completed
JOB-09313,MCH-016,Full Service,1003.9,3/27/2026,360,Completed
JOB-09314,MCH-040,Oil Change,899.68,4/22/2026,196.57,Completed
JOB-09315,MCH-034,Brake Pad Replacement,111.3,4/21/2026,286.53,Completed
JOB-09316,MCH-017,Oil Change,217.28,3/13/2026,67.97,Completed
JOB-09317,MCH-038,Oil Change,1199.46,31/03/2026,406.41,Completed
JOB-09318,MCH-016,Brake Pad Replacement,798.38,4/17/2026,,Completed
JOB-09319,MCH-034,Brake Pad Replacement,970.5,4/20/2026,,Completed
JOB-09320,MCH-029,Oil Change,496.92,4/17/2026,368.19,Completed
JOB-09321,MCH-018,Oil Change,645.98,4/12/2026,120.64,Completed
JOB-09322,MCH-011,Full Service,762.86,4/4/2026,444.64,In Progress
JOB-09323,MCH-012,Full Service,976.92,4/2/2026,315.79,Completed
JOB-09324,MCH-037,Full Service,439.74,4/18/2026,225.79,Completed
JOB-09325,MCH-002,Transmission Check,823.1,4/2/2026,107.52,Completed
JOB-09326,MCH-018,Oil Change,942.01,4/19/2026,472.3,Completed
JOB-09327,MCH-038,Full Service,975.9,20/04/2026,382.43,Completed
JOB-09328,MCH-033,Oil Change,624.13,20/03/2026,,Completed
JOB-09329,MCH-009,Transmission Check,594.37,4/7/2026,182.1,Completed
JOB-09330,MCH-015,Full Service,170.21,3/26/2026,408.64,Completed
JOB-09331,MCH-028,Full Service,622.38,21/04/2026,353.93,Pending Parts
JOB-09332,MCH-008,Oil Change,857.22,3/12/2026,387.58,Pending Parts
JOB-09333,MCH-046,Oil Change,1108.68,3/23/2026,231.78,Completed
JOB-09334,MCH-036,Brake Pad Replacement,193.98,12/3/2026,363.91,Completed
JOB-09335,MCH-039,Brake Pad Replacement,1164.22,4/8/2026,205.52,In Progress
JOB-09336,MCH-008,Full Service,319.18,3/29/2026,121.41,Completed
JOB-09337,MCH-042,Brake Pad Replacement,252.25,14/03/2026,323.68,Completed
JOB-09338,MCH-019,Full Service,181.7,4/18/2026,488.49,Completed
JOB-09339,MCH-004,Oil Change,1188.66,11/3/2026,169.09,Completed
JOB-09340,MCH-027,Brake Pad Replacement,695.17,4/14/2026,241.27,Completed
JOB-09341,MCH-013,Full Service,361.19,3/26/2026,343.52,Completed
JOB-09342,MCH-038,Oil Change,415.16,4/17/2026,279.92,In Progress
JOB-09343,MCH-021,Full Service,1142.81,4/11/2026,424.85,Completed
JOB-09344,MCH-026,Transmission Check,1084.96,19/04/2026,385.64,In Progress
JOB-07843,MCH-045,Brake Pad Replacement,452.48,15/04/2026,47.98,Pending Parts
JOB-09346,MCH-023,Transmission Check,123.12,6/4/2026,499.24,In Progress
JOB-09347,MCH-030,Oil Change,1008.55,18/03/2026,381.15,Completed
JOB-09348,MCH-031,Full Service,1101.59,3/27/2026,434.67,Completed
JOB-09349,MCH-031,Full Service,1013.16,3/13/2026,332.57,Completed
JOB-09350,MCH-016,Oil Change,1099.93,3/23/2026,431.02,Completed
JOB-09351,MCH-042,Transmission Check,712.29,4/18/2026,73.94,Completed
JOB-09352,MCH-041,Full Service,1015.61,3/23/2026,,In Progress
JOB-09353,MCH-007,Transmission Check,1135.5,3/21/2026,440.68,Pending Parts
JOB-09354,MCH-017,Transmission Check,1073.39,20/03/2026,116.79,Completed
JOB-09355,MCH-024,Transmission Check,725.25,14/03/2026,57.56,Completed
JOB-03402,MCH-020,Brake Pad Replacement,908.51,5/4/2026,398.3,Pending Parts
JOB-09357,MCH-039,Transmission Check,879.5,3/16/2026,421.03,Completed
JOB-09358,MCH-027,Brake Pad Replacement,973.41,3/20/2026,98.07,In Progress
JOB-09359,MCH-002,Transmission Check,313.18,10/4/2026,430.09,Completed
JOB-09360,MCH-001,Transmission Check,52.5,4/5/2026,349.65,In Progress
JOB-09361,MCH-034,Brake Pad Replacement,636.38,11/3/2026,269.64,Pending Parts
JOB-09362,MCH-027,Full Service,930.38,14/03/2026,418.52,Completed
JOB-09363,MCH-037,Full Service,193.89,4/1/2026,221.24,Completed
JOB-09364,MCH-006,Oil Change,662.71,4/13/2026,113.12,Completed
JOB-11906,MCH-038,Oil Change,411.57,18/03/2026,156.73,Completed
JOB-09366,MCH-027,Full Service,1013.98,3/22/2026,,Completed
JOB-09367,MCH-048,Oil Change,165.29,11/4/2026,,Pending Parts
JOB-09368,MCH-016,Full Service,1025.08,4/12/2026,406.68,Completed
JOB-09369,MCH-035,Oil Change,752.38,3/22/2026,,Completed
JOB-09370,MCH-027,Full Service,1107.36,4/2/2026,299.06,Completed
JOB-09371,MCH-035,Brake Pad Replacement,1125.97,12/3/2026,394.78,In Progress
JOB-09372,MCH-036,Oil Change,980.21,3/28/2026,112.05,Pending Parts
JOB-09373,MCH-038,Brake Pad Replacement,659.63,4/12/2026,,Completed
JOB-09374,MCH-028,Brake Pad Replacement,213.94,28/03/2026,439.34,Completed
JOB-09375,MCH-003,Brake Pad Replacement,309.24,3/16/2026,56.27,Completed
JOB-09376,MCH-041,Brake Pad Replacement,530.41,23/03/2026,138.41,Completed
JOB-09377,MCH-031,Brake Pad Replacement,888.37,26/03/2026,353.75,In Progress
JOB-09378,MCH-003,Transmission Check,676.58,3/15/2026,216.54,Completed
JOB-09379,MCH-038,Brake Pad Replacement,554.05,4/16/2026,,In Progress
JOB-09380,MCH-024,Oil Change,599.16,3/25/2026,163.03,Completed
JOB-09381,MCH-026,Brake Pad Replacement,902.71,3/31/2026,25.7,In Progress
JOB-09382,MCH-041,Oil Change,89.51,4/14/2026,164.31,Completed
JOB-09383,MCH-047,Brake Pad Replacement,559.03,16/03/2026,297.48,In Progress
JOB-09384,MCH-028,Oil Change,708.61,4/11/2026,200.45,Completed
JOB-09385,MCH-009,Brake Pad Replacement,727.02,4/4/2026,276.74,Completed
JOB-09386,MCH-037,Full Service,761.49,4/5/2026,440.77,In Progress
JOB-09387,MCH-027,Transmission Check,111.47,12/3/2026,457.99,Completed
JOB-09388,MCH-048,Oil Change,691.64,12/4/2026,147.67,In Progress
JOB-09389,MCH-003,Oil Change,683.13,3/14/2026,241.83,Completed
JOB-09390,MCH-041,Brake Pad Replacement,1033.08,4/18/2026,283.59,In Progress
JOB-09391,MCH-049,Oil Change,924.09,3/28/2026,475.57,Completed
JOB-09392,MCH-028,Brake Pad Replacement,85.91,4/1/2026,499.34,Completed
JOB-09393,MCH-032,Transmission Check,689.3,3/27/2026,133,Completed
JOB-09394,MCH-035,Full Service,844.59,16/03/2026,,Completed
JOB-09395,MCH-007,Full Service,717.16,4/1/2026,201.45,Completed
JOB-09396,MCH-007,Transmission Check,827.82,3/27/2026,,Completed
JOB-09397,MCH-021,Brake Pad Replacement,184.15,4/10/2026,,Completed
JOB-09398,MCH-032,Brake Pad Replacement,244.63,7/4/2026,241.07,Completed
JOB-09399,MCH-038,Transmission Check,720.15,10/4/2026,,In Progress
JOB-09400,MCH-020,Oil Change,970.79,19/03/2026,30.83,Completed
JOB-12401,MCH-008,Oil Change,79.89,17/03/2026,349.73,Completed
JOB-09402,MCH-004,Oil Change,551.68,3/25/2026,,Completed
JOB-09403,MCH-026,Transmission Check,1190.86,4/17/2026,288.75,Completed
JOB-09404,MCH-015,Full Service,930.61,3/4/2026,164.44,Completed
JOB-09405,MCH-006,Full Service,567.71,3/4/2026,100.22,In Progress
JOB-09406,MCH-048,Full Service,162.75,14/04/2026,215.44,Completed
JOB-09407,MCH-032,Brake Pad Replacement,463.06,17/04/2026,131.49,Completed
JOB-09408,MCH-005,Transmission Check,227.59,3/15/2026,276.7,Completed
JOB-09409,MCH-044,Oil Change,1108.9,11/3/2026,115.44,Completed
JOB-09410,MCH-046,Full Service,838.49,4/13/2026,264.03,Pending Parts
JOB-09411,MCH-006,Full Service,1034.05,19/03/2026,95.54,Completed
JOB-09412,MCH-003,Full Service,1082.08,27/03/2026,342.07,Completed
JOB-09413,MCH-029,Brake Pad Replacement,747.92,8/4/2026,381.89,Completed
JOB-09414,MCH-019,Brake Pad Replacement,57.59,4/6/2026,72.99,Completed
JOB-09415,MCH-010,Oil Change,689.48,3/23/2026,244.55,In Progress
JOB-09416,MCH-007,Full Service,972.87,15/03/2026,54.02,Completed
JOB-09417,MCH-045,Full Service,411.66,3/18/2026,307.13,Completed
JOB-09418,MCH-001,Full Service,1116.91,15/04/2026,146.91,Completed
JOB-09419,MCH-001,Brake Pad Replacement,1196.34,20/04/2026,273.26,Completed
JOB-09420,MCH-017,Oil Change,681.65,3/15/2026,268.38,Completed
JOB-09421,MCH-022,Transmission Check,660.93,17/03/2026,463.69,Completed
JOB-09422,MCH-036,Brake Pad Replacement,803.47,18/04/2026,283.56,Completed
JOB-09423,MCH-014,Full Service,701.29,3/11/2026,299.84,Completed
JOB-09424,MCH-006,Oil Change,234.52,3/30/2026,212.79,Completed
JOB-09425,MCH-030,Oil Change,361.78,5/4/2026,475.56,Completed
JOB-09426,MCH-046,Transmission Check,282.06,4/4/2026,393.05,Pending Parts
JOB-09427,MCH-047,Full Service,132.94,14/04/2026,156.99,In Progress
JOB-09428,MCH-033,Brake Pad Replacement,211.45,3/24/2026,425.22,Completed
JOB-09429,MCH-020,Brake Pad Replacement,1168.18,17/04/2026,227.55,Completed
JOB-09430,MCH-016,Brake Pad Replacement,688.23,3/26/2026,417.76,Completed
JOB-09431,MCH-004,Full Service,194.79,3/29/2026,414.99,Completed
JOB-09432,MCH-034,Full Service,870.06,3/11/2026,110.66,Completed
JOB-09433,MCH-001,Full Service,598.31,3/23/2026,356.55,Completed
JOB-09434,MCH-013,Brake Pad Replacement,308.37,4/2/2026,159.51,Pending Parts
JOB-09435,MCH-048,Full Service,1135.11,3/23/2026,162.8,Completed
JOB-09436,MCH-008,Full Service,308.22,4/13/2026,,Completed
JOB-09437,MCH-022,Full Service,162.23,16/04/2026,368.27,Completed
JOB-09438,MCH-004,Transmission Check,286.64,19/03/2026,130.32,Completed
JOB-09439,MCH-034,Transmission Check,1098.72,19/04/2026,,Completed
JOB-09440,MCH-045,Full Service,1036.47,3/4/2026,363.31,Completed
JOB-09441,MCH-037,Full Service,1078.47,26/03/2026,102.17,Completed
JOB-09442,MCH-023,Brake Pad Replacement,1103.61,3/30/2026,,In Progress
JOB-09443,MCH-020,Oil Change,139.12,4/15/2026,,Completed
JOB-09444,MCH-024,Full Service,868.03,11/3/2026,,Completed
JOB-09445,MCH-027,Brake Pad Replacement,814.2,3/28/2026,248.44,Completed
JOB-09446,MCH-013,Brake Pad Replacement,1191.84,3/18/2026,41.39,Completed
JOB-09447,MCH-005,Oil Change,871.88,4/17/2026,485.88,Completed
JOB-09448,MCH-016,Brake Pad Replacement,960.84,21/04/2026,,Completed
JOB-09449,MCH-038,Oil Change,872.23,4/21/2026,,Completed
JOB-09450,MCH-048,Full Service,763.67,3/16/2026,172.97,Completed
JOB-09451,MCH-029,Transmission Check,685.98,14/04/2026,235.3,Completed
JOB-09452,MCH-026,Oil Change,1164.65,13/04/2026,320.6,Completed
JOB-09453,MCH-022,Full Service,1126.79,21/03/2026,90.26,Completed
JOB-09454,MCH-024,Full Service,553.53,3/13/2026,110.69,Completed
JOB-09455,MCH-013,Transmission Check,376.78,4/11/2026,432.53,Completed
JOB-09456,MCH-043,Brake Pad Replacement,635.43,29/03/2026,,In Progress
JOB-09457,MCH-021,Oil Change,908.03,21/03/2026,202.49,In Progress
JOB-09458,MCH-001,Oil Change,511.09,29/03/2026,438.21,Completed
JOB-09459,MCH-004,Brake Pad Replacement,667.82,4/1/2026,,Completed
JOB-09460,MCH-003,Transmission Check,393.51,4/11/2026,184.02,Completed
JOB-09461,MCH-023,Oil Change,541.86,3/29/2026,348.18,Completed
JOB-09462,MCH-016,Oil Change,1150.89,4/14/2026,29.45,Completed
JOB-07622,MCH-045,Brake Pad Replacement,297.09,16/03/2026,373.11,Completed
JOB-09464,MCH-013,Full Service,1187.04,4/3/2026,253.77,Completed
JOB-09465,MCH-039,Transmission Check,297.87,4/22/2026,410.33,Completed
JOB-09466,MCH-031,Full Service,417.12,3/29/2026,478.23,Completed
JOB-09467,MCH-024,Full Service,150.24,11/3/2026,464.38,Completed
JOB-09468,MCH-047,Brake Pad Replacement,914.91,28/03/2026,,Pending Parts
JOB-09469,MCH-015,Oil Change,70.28,3/22/2026,265.84,Completed
JOB-09470,MCH-005,Brake Pad Replacement,956.02,19/03/2026,192.87,Completed
JOB-09471,MCH-049,Full Service,713.7,3/25/2026,243.22,Completed
JOB-09472,MCH-022,Brake Pad Replacement,911.08,29/03/2026,351.15,Completed
JOB-09473,MCH-022,Transmission Check,950.59,4/13/2026,444.32,Completed
JOB-09474,MCH-011,Full Service,193.04,12/3/2026,119.35,In Progress
JOB-09475,MCH-024,Full Service,74.6,3/16/2026,460.73,Completed
JOB-09476,MCH-045,Transmission Check,244.08,3/23/2026,411.29,In Progress
JOB-09477,MCH-010,Brake Pad Replacement,491.68,3/11/2026,489.85,Completed
JOB-09478,MCH-047,Brake Pad Replacement,134.31,3/25/2026,442.52,Completed
JOB-09479,MCH-034,Brake Pad Replacement,575.25,3/12/2026,154.37,Completed
JOB-09480,MCH-011,Oil Change,377.85,25/03/2026,70.86,Completed
JOB-09481,MCH-043,Full Service,468.41,3/18/2026,73.88,Completed
JOB-09482,MCH-029,Transmission Check,1131.42,14/03/2026,159.79,In Progress
JOB-09483,MCH-022,Full Service,882.91,6/4/2026,314.81,Pending Parts
JOB-09484,MCH-033,Oil Change,806.88,3/31/2026,406.07,Completed
JOB-09485,MCH-008,Full Service,801.6,19/03/2026,451.64,Completed
JOB-09486,MCH-049,Transmission Check,688.69,24/03/2026,319.4,Completed
JOB-09487,MCH-032,Transmission Check,639.93,19/03/2026,22.7,Completed
JOB-09488,MCH-040,Full Service,1064.48,13/03/2026,109.43,Pending Parts
JOB-09489,MCH-045,Oil Change,136.25,8/4/2026,67.87,Completed
JOB-09490,MCH-023,Full Service,381.8,3/19/2026,194.4,Completed
JOB-09491,MCH-005,Oil Change,169.75,3/4/2026,260.65,Completed
JOB-09492,MCH-031,Brake Pad Replacement,62.71,18/04/2026,,Completed
JOB-09493,MCH-029,Transmission Check,65.95,3/16/2026,,Completed
JOB-09494,MCH-006,Full Service,77.61,4/16/2026,,Completed
JOB-09495,MCH-025,Transmission Check,834,3/20/2026,330.59,Completed
JOB-09496,MCH-025,Transmission Check,178.12,15/04/2026,242.85,Completed
JOB-09497,MCH-031,Full Service,282.77,13/04/2026,257.75,Completed
JOB-09498,MCH-014,Brake Pad Replacement,531.83,3/17/2026,225.29,Completed
JOB-09499,MCH-017,Transmission Check,359.64,4/7/2026,478.89,Completed
JOB-09500,MCH-016,Transmission Check,989.2,4/4/2026,123.07,Completed
JOB-09501,MCH-028,Oil Change,766.97,4/22/2026,268,Completed
JOB-09502,MCH-009,Oil Change,433.3,3/18/2026,373.29,In Progress
JOB-09503,MCH-002,Brake Pad Replacement,415.45,28/03/2026,287.29,Completed
JOB-09504,MCH-004,Full Service,836.25,31/03/2026,465.93,Completed
JOB-09505,MCH-020,Transmission Check,246.27,30/03/2026,201.42,Pending Parts
JOB-09506,MCH-041,Brake Pad Replacement,372.63,3/19/2026,,Completed
JOB-09507,MCH-036,Full Service,456.45,4/14/2026,,Completed
JOB-09508,MCH-037,Oil Change,572.84,7/4/2026,312.32,Completed
JOB-09509,MCH-006,Transmission Check,269.11,31/03/2026,158.34,Pending Parts
JOB-09510,MCH-001,Transmission Check,230.82,21/03/2026,96.95,Completed
JOB-09511,MCH-045,Full Service,1188.45,4/17/2026,281.38,Completed
JOB-09512,MCH-003,Brake Pad Replacement,1100.18,3/15/2026,275.51,Completed
JOB-00748,MCH-037,Transmission Check,652.16,18/04/2026,56.42,Completed
JOB-09514,MCH-045,Transmission Check,930.38,16/03/2026,355.14,Completed
JOB-09515,MCH-042,Oil Change,825.1,3/28/2026,319.41,Completed
JOB-09516,MCH-003,Brake Pad Replacement,136.38,16/04/2026,110.73,Completed
JOB-09517,MCH-043,Oil Change,645.58,4/9/2026,245.33,Completed
JOB-09518,MCH-033,Full Service,261.51,4/7/2026,365.75,Completed
JOB-09519,MCH-015,Full Service,721.67,3/18/2026,274.13,In Progress
JOB-09520,MCH-004,Brake Pad Replacement,121.06,4/5/2026,209.83,Pending Parts
JOB-09521,MCH-015,Oil Change,237.35,3/30/2026,174.72,Completed
JOB-09522,MCH-007,Full Service,948.98,4/17/2026,312.99,In Progress
JOB-09523,MCH-047,Brake Pad Replacement,1019.73,3/17/2026,470.77,Completed
JOB-09524,MCH-004,Full Service,1093.58,21/04/2026,342.44,Completed
JOB-09525,MCH-003,Transmission Check,1081.24,3/28/2026,55.88,Completed
JOB-09526,MCH-023,Transmission Check,1093.08,3/11/2026,241.13,In Progress
JOB-09527,MCH-014,Brake Pad Replacement,158.92,3/15/2026,447.6,Completed
JOB-09528,MCH-006,Full Service,808.41,22/03/2026,,Completed
JOB-09529,MCH-033,Brake Pad Replacement,856.21,4/14/2026,,Completed
JOB-09530,MCH-009,Brake Pad Replacement,358.42,3/18/2026,475.55,Completed
JOB-09531,MCH-012,Brake Pad Replacement,1191.87,3/4/2026,57.57,Completed
JOB-09532,MCH-035,Transmission Check,378.7,4/9/2026,468.04,Completed
JOB-09533,MCH-031,Brake Pad Replacement,711.12,26/03/2026,194.3,Completed
JOB-09534,MCH-003,Transmission Check,1053.21,4/13/2026,425.46,Completed
JOB-09535,MCH-046,Transmission Check,382.56,17/04/2026,,Completed
JOB-09536,MCH-036,Full Service,747.48,4/14/2026,231.61,In Progress
JOB-09537,MCH-013,Brake Pad Replacement,878.02,3/31/2026,324.44,Completed
JOB-09538,MCH-013,Full Service,770.72,27/03/2026,391.75,Completed
JOB-09539,MCH-034,Transmission Check,516.86,3/18/2026,36.22,Completed
JOB-09540,MCH-021,Brake Pad Replacement,1136.47,24/03/2026,304.71,Completed
JOB-09541,MCH-034,Transmission Check,754.16,4/1/2026,109.63,Completed
JOB-09542,MCH-042,Brake Pad Replacement,308.01,16/03/2026,186.06,Completed
JOB-09543,MCH-043,Brake Pad Replacement,977.05,4/20/2026,,In Progress
JOB-09544,MCH-028,Oil Change,804.26,4/3/2026,245.15,Completed
JOB-09545,MCH-047,Full Service,175.94,4/18/2026,180.39,Completed
JOB-09546,MCH-035,Oil Change,369.86,16/03/2026,71.53,Completed
JOB-09547,MCH-014,Brake Pad Replacement,231.86,3/21/2026,89.9,Completed
JOB-09548,MCH-018,Oil Change,133.57,3/29/2026,36.05,Completed
JOB-09549,MCH-019,Transmission Check,314.73,20/04/2026,245.72,Completed
JOB-09550,MCH-019,Brake Pad Replacement,369.86,12/3/2026,,Completed
JOB-09551,MCH-033,Brake Pad Replacement,586.5,13/04/2026,,Completed
JOB-09552,MCH-035,Brake Pad Replacement,1164.65,4/12/2026,474.21,Completed
JOB-09553,MCH-020,Oil Change,1134.76,3/29/2026,372.01,Completed
JOB-09554,MCH-029,Full Service,916.74,4/8/2026,326,Pending Parts
JOB-09555,MCH-008,Full Service,793.49,3/17/2026,329.73,Completed
JOB-09556,MCH-025,Full Service,1139.36,3/21/2026,,Completed
JOB-09557,MCH-017,Oil Change,213.81,3/29/2026,71.32,Completed
JOB-09558,MCH-001,Transmission Check,429.88,17/03/2026,262.28,In Progress
JOB-09559,MCH-038,Oil Change,686.33,20/04/2026,354.6,Completed
JOB-09560,MCH-049,Full Service,986.02,19/03/2026,301.67,Completed
JOB-09561,MCH-030,Oil Change,767.35,3/30/2026,419.73,Completed
JOB-09562,MCH-028,Transmission Check,980.2,3/4/2026,54.69,Pending Parts
JOB-09563,MCH-033,Brake Pad Replacement,226.04,3/20/2026,351.54,Completed
JOB-09564,MCH-013,Brake Pad Replacement,271.65,3/26/2026,276.33,Completed
JOB-09565,MCH-024,Full Service,901.65,4/10/2026,202,Completed
JOB-09566,MCH-044,Full Service,450.56,4/16/2026,183.33,Completed
JOB-09567,MCH-037,Transmission Check,551.51,28/03/2026,318,In Progress
JOB-09568,MCH-022,Oil Change,960.41,13/03/2026,447.68,Completed
JOB-09569,MCH-013,Transmission Check,130.54,19/04/2026,258.16,Completed
JOB-09570,MCH-040,Transmission Check,243.18,4/7/2026,415.87,Completed
JOB-09571,MCH-012,Brake Pad Replacement,390.18,3/28/2026,,Completed
JOB-09572,MCH-041,Oil Change,1066.02,3/24/2026,69.15,Completed
JOB-09573,MCH-049,Brake Pad Replacement,515.61,23/03/2026,49.52,Completed
JOB-09574,MCH-046,Brake Pad Replacement,339.93,3/4/2026,44.64,Completed
JOB-09575,MCH-007,Transmission Check,830.19,4/1/2026,202.47,Completed
JOB-09576,MCH-036,Brake Pad Replacement,84.83,4/4/2026,181.87,Completed
JOB-09577,MCH-029,Full Service,941.37,29/03/2026,364.61,Completed
JOB-09578,MCH-029,Full Service,852.58,3/22/2026,376.55,Completed
JOB-09579,MCH-026,Brake Pad Replacement,113.35,3/17/2026,,Completed
JOB-09580,MCH-027,Brake Pad Replacement,622.73,21/03/2026,,Completed
JOB-09581,MCH-024,Oil Change,514.77,14/03/2026,151.65,In Progress
JOB-09582,MCH-031,Full Service,231.86,4/17/2026,,Completed
JOB-09583,MCH-007,Oil Change,227.15,3/25/2026,89.37,Completed
JOB-09584,MCH-017,Brake Pad Replacement,234.23,3/31/2026,84.29,In Progress
JOB-09585,MCH-049,Full Service,739.61,4/9/2026,473.02,In Progress
